_id,place,name,__v
67221df63c39a208f158521c,,'BHAGYALATHA',0
67221df63c39a208f158521e,,'AUTO NAGAR',0
67221df63c39a208f1585220,,'PANAMA',0
67221df63c39a208f1585222,,'CHINTALKUNTA',0
67221df63c39a208f1585224,,'LB NAGAR',0
67221df63c39a208f1585226,,'NTR NAGAR',0
67221df63c39a208f1585228,,'DWARAKA NAGAR',0
67221df63c39a208f158522a,,'KOTHAPET',0
67221df63c39a208f158522c,,'CHAITANYAPURI',0
67221df63c39a208f158522e,,'ATTAPUR'],0
67221df63c39a208f1585230,,KUNTLOOR,0
67221df63c39a208f1585232,,'MALKPET',0
67221df63c39a208f1585234,,'CHADARGHAT'],0
67221df63c39a208f1585236,,SANGHI TEMPLE,0
67221df63c39a208f1585238,,LB NAGAR,0
67221df63c39a208f158523a,,['CHAITANYAPURI',0
67221df63c39a208f158523c,,'KOTHAPET',0
67221df63c39a208f158523e,,'DWARAKANAGAR',0
67221df63c39a208f1585240,,'NTR NAGAR',0
67221df63c39a208f1585242,,'LB NAGAR',0
67221df63c39a208f1585244,,'CHINTALKUNTA',0
67221df63c39a208f1585248,,'VANASTHALI PURAM',0
67221df63c39a208f158524a,,'KAMALA NAGAR',0
67221df63c39a208f158524c,,'SUBHADRA NAGAR',0
67221df63c39a208f158524e,,'SHARADHA NAGAR',0
67221df63c39a208f1585250,,'SHANTHI NAGAR',0
67221df63c39a208f1585252,,'BHAGYALATHA',0
67221df63c39a208f1585254,,'RTC COLONY'],0
67221df63c39a208f1585256,,['YSR COLONY',0
67221df63c39a208f1585258,,'ALMASGUDA',0
67221df63c39a208f158525a,,'PRASHANT HILLS',0
67221df63c39a208f158525c,,'MEERPET',0
67221df63c39a208f158525e,,'LALITHA NAGAR',0
67221df63c39a208f1585260,,'JILLELGUDA',0
67221df63c39a208f1585262,,'CHAMPAPET',0
67221df63c39a208f15851cc,,BRAHMANAPALLY,0
67221df63c39a208f1585266,,'MALAKPET',0
67221df63c39a208f1585268,,'CHADARGHAT'],0
67221df63c39a208f1585276,,['INFOTECH',0
67221df63c39a208f1585278,,'INFOSYS',0
67221df63c39a208f158527a,,'GACHIBOWLI',0
67221df63c39a208f158527c,,'KHAJAGUDA',0
67221df63c39a208f158527e,,'BRINDAVAN COLONY',0
67221df63c39a208f1585280,,'MEHDIPATNAM',0
67221df63c39a208f1585282,,'LAKDIKAPOOL',0
67221df63c39a208f1585284,,'SECRETARIAT',0
67221df63c39a208f1585286,,'NARAYANAGUDA',0
67221df63c39a208f1585288,,'FEVER HOSP',0
67221df63c39a208f158528a,,'AMBERPET',0
67221df63c39a208f158528c,,'RAMANTHAPUR'],0
67221df63c39a208f158528e,,WEST VENKATAPUR,0
67221df63c39a208f1585297,,['GOVT HOSPITAL ',0
67221df63c39a208f1585299,,'RED TANK',0
67221df63c39a208f158529b,,'GANESH TEMPLE ',0
67221df63c39a208f158529d,,'PANAMA',0
67221df63c39a208f158529f,,'CHINTHALKUNTA',0
67221df63c39a208f15852a1,,'DILSUKHNAGAR',0
67221df63c39a208f15852a3,,'NTR NAGAR',0
67221df63c39a208f15852a5,,'KOTHAPET',0
67221df63c39a208f15852a7,,'CHAITANYAPURI'],0
67221df63c39a208f15852b5,,['MANSOORABAD',0
67221df63c39a208f15852b7,,'KAMINENI HOSP',0
67221df63c39a208f15852b9,,'L.B NAGAR',0
67221df63c39a208f15852bb,,'NTR NAGAR',0
67221df63c39a208f15852bd,,'KOTHAPET',0
67221df63c39a208f15852bf,,'CHAITANYAPURI',0
67221df63c39a208f15852c1,,'DILSUKHNAGAR ',0
67221df63c39a208f15852c3,,'MOOSARAMBAGH',0
67221df63c39a208f15852c5,,'CHADARGHAT',0
67221df63c39a208f15852c7,,'KOTI',0
67221df63c39a208f15852c9,,'ABIDS',0
67221df63c39a208f15852cb,,'NAMPALLY',0
67221df63c39a208f15852cd,,'ASSEMBLY',0
67221df63c39a208f15852cf,,['NANAKRAMGUDA',0
67221df63c39a208f15852d1,,'BRINDAVAN COLONY',0
67221df63c39a208f15852d3,,'MEHDIPATNAM',0
67221df63c39a208f15852d5,,'NAMPALLY',0
67221df63c39a208f15852d7,,'ABIDS'],0
67221df63c39a208f1585246,,'PANAMA',0
67221df63c39a208f1585264,,'SAIDABAD',0
67221df63c39a208f15852e2,,'AMBERPET',0
67221df63c39a208f15852e4,,'CHADARGHAT'],0
67221df63c39a208f15852e6,,'MOOSARAMBAGH',0
67221df63c39a208f15852e8,,'KHAJAGUDA',0
67221df63c39a208f15852ec,,GOWRELLY,0
67221df63c39a208f15852ee,,['LINGAM PALLY',0
67221df63c39a208f15852f0,,'KONDAPUR',0
67221df63c39a208f15852f2,,'HITECH CITY',0
67221df63c39a208f15852f4,,'MADHAPUR',0
67221df63c39a208f15852f6,,'PEDDAMMA TEMPLE',0
67221df63c39a208f15852f8,,'MLA COLONY',0
67221df63c39a208f15852fa,,'BANJARA HILLS',0
67221df63c39a208f1585300,,'MOOSARAMBAGH',0
67221df63c39a208f15852fe,,'ABIDS'],0
67221df63c39a208f1585302,,'DILSUKHNAGAR',0
67221df63c39a208f1585304,,'KOTHAPET',0
67221df63c39a208f1585306,,'NTR NAGAR',0
67221df63c39a208f1585308,,'L.B NAGAR',0
67221df63c39a208f158530a,,'CHINTALAKUNTA',0
67221df63c39a208f158530c,,'PANAMA',0
67221df63c39a208f158530e,,'BHAGYALATHA'],0
67221df63c39a208f158531f,,'SECRETARIAT'],0
67221df63c39a208f1585321,,AFZALGUNJ,0
67221df63c39a208f1585323,,['LAKDIKAPOOL',0
67221df63c39a208f1585325,,'ABIDS',0
67221df63c39a208f1585327,,'KOTI',0
67221df63c39a208f1585329,,'MALAKPET',0
67221df63c39a208f15852de,,['BODUPPAL',0
67221df63c39a208f1585359,,'L.B NAGAR',0
67221df63c39a208f15852e0,,'RAMANTHAPUR',0
67221df63c39a208f158537b,,['PEDDA AMBERPET',0
67221df63c39a208f158537d,,'HAYATH NAGAR',0
67221df63c39a208f158537f,,'RTC COLONY',0
67221df63c39a208f1585381,,'BHAGYALATHA',0
67221df63c39a208f1585383,,'HIGH COURT COLONY',0
67221df63c39a208f1585385,,'AUTO NAGAR',0
67221df63c39a208f1585387,,'PANAMA',0
67221df63c39a208f1585389,,'CHINTALKUNTA',0
67221df63c39a208f158538b,,'LB NAGAR',0
67221df63c39a208f158538d,,'NTR NAGAR',0
67221df63c39a208f158538f,,'DWARAKA NAGAR',0
67221df63c39a208f1585391,,'KOTHAPET',0
67221df63c39a208f1585393,,'CHAITANYAPURI',0
67221df63c39a208f1585395,,'DILSUKHNAGAR',0
67221df63c39a208f1585397,,'MOOSARAMBAGH',0
67221df63c39a208f1585399,,'MALAKPET CHERMAS',0
67221df63c39a208f158539b,,'CHADAR GHAT'],0
67221df63c39a208f15853b4,,'CHAITANYAPURI',0
67221df63c39a208f15853b6,,'KOTHAPET',0
67221df63c39a208f15853d0,,['HITECH CITY',0
67221df63c39a208f15853d4,,'PEDDAMMA TEMPLE',0
67221df63c39a208f15853d6,,'MLA COLONY',0
67221df63c39a208f15853d8,,'BANJARA HILLS',0
67221df63c39a208f15853da,,'ABIDS',0
67221df63c39a208f15853dc,,'MALAKPET',0
67221df63c39a208f15853de,,'MOOSARAMBAGH',0
67221df63c39a208f15853e0,,'DILSUKHNAGR',0
67221df63c39a208f15853e2,,'CHINTALKUNTA',0
67221df63c39a208f15853e4,,'PANAMA',0
67221df63c39a208f15853e6,,'BHAGYALATHA'],0
67221df63c39a208f15853d2,,'MADHAPUR',0
67221df63c39a208f158543e,,['SAI NAGAR',0
67221df63c39a208f1585440,,'MEDIPALLY',0
67221df63c39a208f1585442,,'BODUPPAL',0
67221df63c39a208f1585444,,'HABSIGUDA',0
67221df63c39a208f158544e,,'ADIKMET',0
67221df63c39a208f1585450,,'FEVER HOSP',0
67221df63c39a208f1585452,,'NARAYANAGUDA',0
67221df63c39a208f1585454,,'KHAIRATABAD',0
67221df63c39a208f1585456,,'PUNJAGUTTA',0
67221df63c39a208f1585458,,'ERRAGADDA'],0
67221df73c39a208f158545c,,['RAMANTHAPUR',0
67221df73c39a208f158545e,,'NTR STADIUM',0
67221df73c39a208f1585462,,'SUPER BAZAR',0
67221df73c39a208f1585464,,'ABIDS'],0
67221df73c39a208f1585466,,'PUNJAGUTTA',0
67221df73c39a208f1585468,,'YOUSUFGUDA',0
67221df73c39a208f158546a,,'PEDDAMMA TEMPLE'],0
67221df73c39a208f158546c,,['MATHUGUDA',0
67221df73c39a208f158546e,,'ANAND NAGAR',0
67221df73c39a208f1585470,,'SUJATHA HOTEL',0
67221df73c39a208f1585472,,'SAI NAGAR',0
67221df73c39a208f1585474,,'RAMKRISHNAPURAM',0
67221df73c39a208f1585476,,'DILSUKHNAGAR ',0
67221df73c39a208f158547a,,['LANGAR HOUSE',0
67221df73c39a208f158547c,,'IBRAHIM BAGH',0
67221df73c39a208f158547e,,'HANUMAN  TEMPLE',0
67221df73c39a208f1585480,,'KOKAPET',0
67221df73c39a208f1585482,,'GANDIPET'],0
67221df73c39a208f1585491,,'PRAKASH NAGAR',0
67221df73c39a208f1585495,,['PATNY',0
67221df73c39a208f1585497,,'PARADISE',0
67221df73c39a208f1585499,,'BEGUMPET',0
67221df73c39a208f158549b,,'LAL BUNGLOW',0
67221df73c39a208f158549d,,'MAITRIVANAM',0
67221df73c39a208f158549f,,'SANATH NAGAR',0
67221df73c39a208f15854a1,,'HITECH CITY'],0
67221df73c39a208f15854ab,,['RATHIFILE',0
67221df73c39a208f15854ad,,'CHILKALGUDA',0
67221df73c39a208f15854af,,'SITAPHALMANDI',0
67221df73c39a208f15854b1,,'WARASIGUDA ',0
67221df73c39a208f15854b3,,'JAMIA OSMANIA',0
67221df73c39a208f15854b5,,'ERRAGADDA',0
67221df73c39a208f15854b7,,'PR NAGAR',0
67221df73c39a208f15854b9,,'KABEER NAGAR',0
67221df73c39a208f15854bb,,'MOTINAGAR',0
67221df73c39a208f15854bd,,'BORABANDA',0
67221df73c39a208f15854bf,,'ALLAPUR',0
67221df73c39a208f15854c1,,'PARVATHPUR',0
67221df73c39a208f15854c5,,'NAMALAGUNDU',0
67221df73c39a208f15854c7,,'ARTS COLLEGE',0
67221df73c39a208f15854c9,,'RAMNAGAR GUNDU',0
67221df73c39a208f15854cb,,'GOLNAKA',0
67221df73c39a208f15854cd,,'ALICAFE',0
67221df73c39a208f15854cf,,'DILSUKNAGAR',0
67221df73c39a208f15854d1,,'NTR NAGAR'],0
67221df73c39a208f15854d3,,['RATHIFILE',0
67221df73c39a208f15854d5,,'WARASIGUDA ',0
67221df73c39a208f15854d7,,'JAMIA OSMANIA',0
67221df73c39a208f15854d9,,'RAMNAGAR GUNDU',0
67221df73c39a208f15854db,,'SRIPURAM COLONY',0
67221df73c39a208f15854dd,,'VIDYANAGAR',0
67221df73c39a208f15854df,,'SRIPURAM',0
67221df73c39a208f15854e1,,'MUSARAMBAGH',0
67221df73c39a208f15854e3,,'CHILKALGUDA',0
67221df73c39a208f15854e5,,'SITAPHALMANDI',0
67221df73c39a208f15854e7,,'NAMALAGUNDU',0
67221df73c39a208f15854e9,,'ARTS COLLEGE',0
67221df73c39a208f15854eb,,'VIDYANAGAR',0
67221df73c39a208f15854ed,,'TILAKNAGAR',0
67221df73c39a208f15854ef,,'KACHIGUDA',0
67221df73c39a208f15854f1,,'GOLNAKA',0
67221df73c39a208f15854f3,,['PATNY',0
67221df73c39a208f15854f5,,'ERRAGADDA',0
67221df73c39a208f15854f7,,'PR NAGAR',0
67221df73c39a208f15854f9,,'KABEER NAGAR',0
67221df73c39a208f15854fb,,'MOTINAGAR'],0
67221df73c39a208f15854ff,,'BEGUMPET',0
67221df73c39a208f1585501,,'LAL BUNGLOW',0
67221df73c39a208f1585503,,'ERRAGADDA',0
67221df73c39a208f1585505,,'BHARATH NAGAR',0
67221df73c39a208f1585507,,'MOOSAPET',0
67221df73c39a208f1585509,,'KUKATPALLY',0
67221df73c39a208f158550b,,'JNTU',0
67221df73c39a208f158550d,,'NIZAMPET'],0
67221df73c39a208f158550f,,'PARADISE',0
67221df73c39a208f1585513,,'HUDA COLONY'],0
67221df73c39a208f1585515,,'PARADISE',0
67221df73c39a208f1585517,,'PRAKASH NAGAR',0
67221df73c39a208f1585519,,'BEGUMPET',0
67221df73c39a208f158551b,,'LAL BUNGLOW',0
67221df73c39a208f1585460,,'MOOSARAMBAGH',0
67221df73c39a208f1585521,,'PRAKASH NAGAR',0
67221df73c39a208f1585523,,'MAITRIVANAM',0
67221df73c39a208f1585525,,['PATNY',0
67221df73c39a208f1585527,,'BOWENPALLY',0
67221df73c39a208f1585529,,'KPHB',0
67221df73c39a208f158552b,,'JNTU X ROAD',0
67221df73c39a208f158552d,,'VASANTH NAGAR',0
67221df73c39a208f158552f,,'HYDERNAGAR',0
67221df73c39a208f1585531,,'MADEENAGUDA',0
67221df73c39a208f1585533,,'RC PURAM',0
67221df73c39a208f1585535,,'PATANCHERUVU',0
67221df73c39a208f1585537,,'PC TANDA',0
67221df73c39a208f1585539,,'MUTHANGI'],0
67221df73c39a208f158553b,,'BALANAGAR',0
67221df73c39a208f158553d,,'KUKATPALLY',0
67221df73c39a208f158553f,,'MIYAPUR',0
67221df73c39a208f1585541,,'ALLWYN',0
67221df73c39a208f1585543,,'CHANDANAGAR',0
67221df73c39a208f1585545,,'LINGAMPALLY',0
67221df73c39a208f1585547,,'ASHOK NAGAR BHEL',0
67221df73c39a208f158554b,,'PARADISE',0
67221df73c39a208f158554d,,'PRAKASH NAGAR',0
67221df73c39a208f158554f,,'YOUSUFGUDA',0
67221df73c39a208f1585551,,'RAHMATH NAGAR',0
67221df73c39a208f1585553,,'SRI RAM NAGAR',0
67221df73c39a208f1585555,,'MOTINAGAR'],0
67221df73c39a208f1585557,,'MASAB TANK',0
67221df73c39a208f1585559,,'PANJAGUTTA',0
67221df73c39a208f158555b,,'MAITRIVANAM',0
67221df73c39a208f158555d,,'ERRAGADDA',0
67221df73c39a208f158555f,,'PR NAGAR',0
67221df73c39a208f1585561,,'MOTINAGAR'],0
67221df73c39a208f1585563,,['MUSHEERABAD',0
67221df73c39a208f1585565,,['PATNY',0
67221df73c39a208f1585567,,'BEGUMPET',0
67221df73c39a208f1585569,,'LAL BUNGLOW',0
67221df73c39a208f158556b,,'MAITRIVANAM',0
67221df73c39a208f158556d,,['NMDC',0
67221df73c39a208f158556f,,'G.V.K',0
67221df73c39a208f1585571,,'NIMS HOSPITAL',0
67221df73c39a208f1585573,,'KABEER NAGAR',0
67221df73c39a208f1585575,,'MARUTI NAGAR'],0
67221df73c39a208f1585577,,['PATNY',0
67221df73c39a208f1585579,,'TADBAND',0
67221df73c39a208f158557b,,'FEROZGUDA',0
67221df73c39a208f158557d,,'BALANAGAR',0
67221df73c39a208f158557f,,'GANESH NAGAR',0
67221df73c39a208f1585581,,'CHINTAL',0
67221df73c39a208f1585583,,'QUTHBULLAPUR',0
67221df73c39a208f1585585,,'HMT',0
67221df73c39a208f1585587,,'GAJULARAMARAM',0
67221df73c39a208f1585589,,'SIKH BASTHI',0
67221df73c39a208f158558b,,'YELLAMABANDA'],0
67221df73c39a208f158558d,,['BRINDAVAN COLONY',0
67221df73c39a208f158558f,,'RAIDURGAM',0
67221df73c39a208f1585591,,'KPHB'],0
67221df73c39a208f1585593,,'TIVOLI',0
67221df73c39a208f1585595,,'THOKATTA',0
67221df73c39a208f1585597,,'BOWENPALLY',0
67221df73c39a208f1585599,,'IDPL COLONY',0
67221df73c39a208f158559b,,'NLB NAGAR',0
67221df73c39a208f158559d,,['PATNY',0
67221df73c39a208f158559f,,'PARADISE',0
67221df73c39a208f15855a1,,'PRAKASH NAGAR',0
67221df73c39a208f15855a3,,'MAITRIVANAM',0
67221df73c39a208f15855a5,,'HABIB NAGAR',0
67221df73c39a208f15855a7,,'PARADISE',0
67221df73c39a208f15855a9,,'MUNUGANOOR'],0
67221df73c39a208f15855ab,,['CHANAKYAPURI',0
67221df73c39a208f15855ad,,'BEGUMPET',0
67221df73c39a208f15855af,,'LAL BUNGLOW',0
67221df73c39a208f15855b1,,'ERRAGADDA',0
67221df73c39a208f15855b3,,'BHARATH NAGAR',0
67221df73c39a208f15855b5,,'KUKATPALLY',0
67221df73c39a208f15855b7,,['RTC COLONY',0
67221df73c39a208f15855b9,,'THORRUR',0
67221df73c39a208f15855bb,,'HAYATHNAGAR VILLAGE',0
67221df73c39a208f15855bd,,'NADARGUL',0
67221df73c39a208f15855bf,,'DILSUKH NAGAR',0
67221df73c39a208f15855c1,,'BANDLAGUDA',0
67221df73c39a208f15855c3,,'ANAND NAGAR',0
67221df73c39a208f15855c5,,'RK NAGAR'],0
67221df73c39a208f15855c7,,['NANDANAVANAM',0
67221df73c39a208f15855c9,,'KARMANGHAT',0
67221df73c39a208f15855cb,,'IMAGE HOSP',0
67221df73c39a208f15855cd,,'MADEENAGUDA',0
67221df73c39a208f15855cf,,'CHANDANAGAR'],0
67221df73c39a208f15855d1,,['MOTHERDAIRY',0
67221df73c39a208f15855d3,,'UDYOG',0
67221df73c39a208f15855d5,,'BALAPUR X ROAD',0
67221df73c39a208f15855d7,,'DHATU NAGAR'],0
67221df73c39a208f15855d9,,['CHADARGHAT',0
67221df73c39a208f15855db,,'NALGONDA  X ROAD',0
67221df73c39a208f15855dd,,'MOHAN NAGAR',0
67221df73c39a208f15855df,,'MATHUGUDA',0
67221df73c39a208f15855e1,,'TATTIANNARAM',0
67221df73c39a208f15855e3,,'AUTONAGAR',0
67221df73c39a208f15855e5,,'BHAGHYALATHA',0
67221df73c39a208f15855e7,,'PEDDA AMBERPET',0
67221df73c39a208f15855e9,,'GANDICHERUVU',0
67221df73c39a208f15855eb,,'UPPARIGUDA',0
67221df73c39a208f158551d,,'MAITRIVANAM',0
67221df73c39a208f15855ef,,'UMARKHANGUDA'],0
67221df73c39a208f15855f1,,['MAJEEDPUR X ROAD',0
67221df73c39a208f15855f3,,'SURMAIGUDA',0
67221df73c39a208f15855f5,,'LASHKARGUDA',0
67221df73c39a208f15855f7,,'ABDULLAPURMET',0
67221df73c39a208f15855f9,,'GANDIMAISAMMA',0
67221df73c39a208f15855fb,,'ORR',0
67221df73c39a208f15855fd,,'PEDDA AMBERPET',0
67221df73c39a208f15855ff,,'CHINTAL KUNTA',0
67221df73c39a208f1585601,,'KUNTLOOR VILLAGE',0
67221df73c39a208f158551f,,['PATNY',0
67221df83c39a208f1585605,,'CHINTALKUNTA'],0
67221df83c39a208f1585607,,'JBS',0
67221df83c39a208f1585609,,'KARKHANA',0
67221df83c39a208f158560b,,'THIRUMALGIRI',0
67221df83c39a208f158560f,,'LOTHUKUNTA',0
67221df83c39a208f1585613,,'THORRUR VILLAGE'],0
67221df83c39a208f1585615,,['PATNY',0
67221df83c39a208f158561d,,'ALLWYN COLONY'],0
67221df83c39a208f1585617,,'SATYA ALWAL',0
67221df83c39a208f1585621,,'THATTI ANNARAM',0
67221df83c39a208f1585619,,'MES COLONY'],0
67221df83c39a208f1585623,,'QUTHUBULLAPUR'],0
67221df83c39a208f158560d,,'LAL BAZAR',0
67221df83c39a208f1585625,,['CHILKALGUDA',0
67221df83c39a208f1585629,,['ARUNODHAYA NAGAR',0
67221df83c39a208f158562b,,'BANDLAGUDA',0
67221df83c39a208f158562d,,'MATHUGUDA',0
67221df83c39a208f158562f,,'BANDLAGUDA',0
67221df83c39a208f1585631,,'BHOIGUDA',0
67221df83c39a208f1585633,,'NALAKUNTA',0
67221df83c39a208f1585635,,'KACHIGUDA',0
67221df83c39a208f1585637,,'NIMBOLIADDA',0
67221df83c39a208f1585639,,'CBS'],0
67221df83c39a208f158563f,,'MUNUGANOOR',0
67221df73c39a208f15855ed,,'KOHEDA',0
67221df73c39a208f1585603,,'MILESTONE'],0
